Product Name,Reviews
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Poor quality  Not even a seed has germinated. Complete waste of money.
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Poor quality seeds  It doesn't grow I did exactly as in the manual
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Not germinated. Seeds are not germinated. Still watering.
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Five Stars Extra ordinary
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Not good  It is not good bcz they are expirey
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",One Star  Am not intrested for thid seeds
"Lawn Grass seed - 3000 seeds/Pack, Instruction Manual Inside Package",Use less  Use less never buy this product
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,GREAT DEALS The product are good quality And the deal also awesome We can't find this price on wholesale shop
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Very bad  No parcge very bad quality
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Stopped working with in amonth  Stopped working with in amonth of purchase . Just wastage of money
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Ye 5kg tak hi thik hai weight karne k liye. Uske upar ye thik se kaam nhi karta  Ye 5kg tak hi thik hai weight karne k liye. Uske upar ye thik se kaam nhi karta. Useless
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,Weighing balance Weighing balance is not reliable as it gives wrong readings
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,One month bhi nhi chala  Poor quality
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,No show proper weight  Wrost no perfect weight
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,jai ambay  not company jai ambay this is local i am return this
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,"Not good, don't buy this product  Not good, don't buy this product"
JA-50 kg Weight Scale Digital Luggage Weighing Scales Weighing Capacity - 50 Kg Tools Hardware,"Oct 05, 2022SatisfiedVery nice product"
Campus TERMINATOR (N) Black Running Shoes,Excellent  Great quality
Campus TERMINATOR (N) Black Running Shoes,Bahut achhi Quality  Good product
Campus TERMINATOR (N) Black Running Shoes,Good product  Good product
Campus TERMINATOR (N) Black Running Shoes,Awadhraj  Excellent product
Campus TERMINATOR (N) Black Running Shoes,Very good product  Nice product
Campus TERMINATOR (N) Black Running Shoes,Excellent  Excellent product
Campus TERMINATOR (N) Black Running Shoes,Great  Great 👍oooooooo
Campus TERMINATOR (N) Black Running Shoes,Osm quality  Best product
Campus TERMINATOR (N) Black Running Shoes,"Super  Super quality verry nice tq snpdeal,😊😊😊"
Campus TERMINATOR (N) Black Running Shoes,Good colour  Looking good 😊😊
ASIAN Green Men's Sports Running Shoes,I am really very happy  i am really very happy it's super thank you so much
ASIAN Green Men's Sports Running Shoes,Shoes  Superb qualities tnx too snapdeal for owsome products...
ASIAN Green Men's Sports Running Shoes,Amazing  Superb quality
ASIAN Green Men's Sports Running Shoes,great deal  Very nice shooes
ASIAN Green Men's Sports Running Shoes,Supar  Nice 👌👌👌
ASIAN Green Men's Sports Running Shoes,"Mar 19, 2022Perfect matchNice product I love it.quality is best"
ASIAN Green Men's Sports Running Shoes,Best product  As per product rate it is good .I use it for 12t months continuouly...
ASIAN Green Men's Sports Running Shoes,Quality  Great quality and shoes
ASIAN Green Men's Sports Running Shoes,Happy  Good product 👍 Whight less & smooth
ASIAN Green Men's Sports Running Shoes,Super  Nice product
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Bad qulity Not qulity
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,"Quality  Good quality,best for cookies cutting."
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Low quality  Quality is not much as expectation. Packaging was not good
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Useful product  Good quality
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Good items  Very good quality
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,it's quality is very bad  Very good 👎
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Bad qulity  Not qulity
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Good quality  Good product
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Gud but small  Size small
Allamwar 12pcs Stainless Steel Cookie Cutter Set Pastry Cookie Biscuit Cutter Cake Muffin Decor Mold Mould Multi Functional Tool,Wonderful Great deal in budget purchase
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Not liked  Pump is not working
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Quality not good  Material is not good
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Very useful Very useful item in kitchen. Go for it
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Poor quality... Poor quality pump. Useless.
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Total disappointment  Iotally 7nhappy with the product
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Not working  Not working
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Very bad product  Can't pull dishwasher liquid up. Replaced with same defective product.
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Feedback  Rubbish product
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Pump is not working  Pump not working
"2 in 1 Pump Plastic Dispenser for Dishwasher Liquid Holder (Multi Colour, Standard, 385ml)",Worst product  Not working propely after 2-3 days
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Quality is low  Low quality product will not go for long....
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Quality is low Low quality product will not go for long....
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Not working  It does not work in any liquid so of no use.
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",VERY BAD  NO USE NO QUALITY
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer","Product very good, delivery also excellent 😊  I found the product very good and delivery very nice 😊"
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Super  Super quality of item
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer","Worst, bad quality ,nt same as shown  Totally differ from pic,bad quality plastic as well as blade"
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Review  Cracked already
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Badiya Excellent👍👍👍👍👍👍
"Stainless Steel Vestire Manual Hand Blender for Egg & Cream Beater, Milkshake, Lassi, Butter Milk Mixer",Nt good  Not good very hard to use
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Size was too small  Size was too small
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,"Oct 03, 2022rice bowlgreat product to use . quality was also great"
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Very nice good product I liked very much and very light to use this product thank you very much 👍👌🙏💐
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Smaller than Expected Very small in size. Unable to use for 4 people.
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,About bowl  It's too small in size
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,"Too small, quality bad.  Bad quality.product size too small.Pradosh, Odisha.754141"
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Poor Quality  No money value
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Very Small....  Very small product
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,Worst  Poor quality as regards to price
flyfot Kitchenware Plastic Multipurpose Rice Wash Bowl with Handle for Rice V Plastic Strainers 1 Pc,"Very small  Low quality, very small, not useful"
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),"May 16, 2022Super superI like it super"
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Lid Fitting problem  Lid is not fitting properly other wise ok
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Poor quality  Nothing more than toy.
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),"HOMETALES COMPACT MA.. FDUXCHOPE  I would like to return this ""HOMETALES COMPACT MA.. FDUXCHOPE as it's of poor quality"
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),the price is very high the item price is very high
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Not working properly.  Its not working as shown.
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Poor quality Nothing more than toy.
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Nice product  This quick cutter is very useful. Nice product.
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Chopper  Bad product..
chopwell Red Plastic Manual Kitchen Chopper 450 ml ( Pack of 1 ),Noisy  It makes lot of unexpected voice while chopping it feels it's going to break soon
BK KART Mixed Nuts 500gm,Its very good to buy.  It was with all good packaging and fresh dry fruits
BK KART Mixed Nuts 500gm,Dry fruits 😋  Best quality and best product
BK KART Mixed Nuts 500gm,Quality Taste also not good...
BK KART Mixed Nuts 500gm,very bad product  ingredients totally substandered. expired
BK KART Mixed Nuts 500gm,Great deal  Very nice product
BK KART Mixed Nuts 500gm,Great deal and good mixture  Nice products and great deal
BK KART Mixed Nuts 500gm,Quality  Taste also not good...
BK KART Mixed Nuts 500gm,Fraud  Very poor quality
BK KART Mixed Nuts 500gm,Dry fruits  Very bad it was...waste of money...not satisfied
BK KART Mixed Nuts 500gm,Nice product Nice product
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Laljeebabu  Very poor quality
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Awesome product Awesome product I liked very much
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Useless item  This is throw away item . Colour changed in 3days and broke on less than a week time.
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,📿Quality is good 👍📿Products bill quality is good 👍
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Nice app  Nice app and time 24h ma dalvari
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Poor quality product  First day is locket is broken. Poor quality mala
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Ismain Lord Shiv Trishul Damru Locket to nikla hi nahin Very bad islia h ki ismain Lord Shiv Trishul Damru to nikla hi nahin
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,This not real  Bad quality
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,Not good  Not good bad quality
Shiv Trishul Damru Gold-plated Locket with Rudraksha Mala,"Plastic made,poor quality  Poor quality product"
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","May 12, 2022Fine fishing, insulated, attractive looks specify brand.ऐसे ही 5* नही देते है सब, मेरी तरफ से उत्कृष्ट उत्पाद बनाने के लिए मिल्टन टीम को शुभकामनाए.. deserve appreciation of best quality to move ahead of others in the long way of Milton brand name,"
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","Cap is not working properly  Wanted to replace no replace, no response on email also by Milton"
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Not good product is damage recived very poor performance  Out item is picked up on 24/01/17 but refund is not credited on my freerecharge ac
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Got damaged product  I got products which have damaged cap.
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Poor quality  Poor quality
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Flask milton  Not satisfied with the product said that it will have 24 cold and heat but it does not have sam humidity as before isss
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","TOO BAD OF A COMPANY very bad way of dealing with customers. i bought this considering all factors like price, cashback etc. you cheated & have not send my cashback vo read more"
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",Product was excellent  Product was excellent but delivery was bad as i was travelling for some other place i expected the item on time but it disappointed me due to that i dint able to take it with me.
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver","Not working  After buying , for a period of 10 months I have used only for 4 - 5 times . After that when I attempted to use it , it was not working . It is not bearing the temperature even for 1 hour"
"Milton Flip Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle with Bag, 1 Litre, Silver",BUMPER DEAL.... Milton......name says it all about quality... FEATURES ARE: 1.In product description and pictures they does not show it....BUT yes they provide a very read more
PRd PU Tan Casual regular Wallet,"Mar 19, 2020SuperExcellent wallet"
PRd PU Tan Casual regular Wallet,"Best service Nice handling business before proceeding thanks to my snap deal. Happy to you thanks for bringing quality, pakijing, delivery. The best products selli read more"
PRd PU Tan Casual regular Wallet,"Mar 03, 2020Good qualityGood quality"
PRd PU Tan Casual regular Wallet,"Mar 11, 2021WalletProduct is good but.. Delivery boy was Arogent"
PRd PU Tan Casual regular Wallet,"Feb 11, 2020शानदारमुझे पहली बार स्नैपडील पर शॉपिंग से अद्भुत खुशी हुई कि मेरा प्रोडक्ट उसी रूप में निकला जैसा मैने देखा था"
PRd PU Tan Casual regular Wallet,Disgusting product  It does not have coin packet Secondly the flip never closrs
PRd PU Tan Casual regular Wallet,Bad quality Bad wallet
PRd PU Tan Casual regular Wallet,Bad quality  Bad wallet
PRd PU Tan Casual regular Wallet,not good product  product So bed quality I am not interesting Money is a lot of value
PRd PU Tan Casual regular Wallet,Casual wallet  Side no stich not good
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Awesome Product  Would recommend this product those who have no Bluetooth stereo. I have been using this product now for more than a week and it has fulfilled all my needs of a Bluetooth device. Amplified and good sound and call quality.
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"Mar 14, 2016Excellent ProductAwesome .My car audio was missing the Bluetooth feature and tantra fluke completed my car.Thank you Tantra .Awesome..."
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Review of Tantra car Bluetooth handsfree  Very good sound quality in affordable price
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"Mar 08, 2016Excellent ProductAmazing Product Instant Installation Automatic Bluetooth connection once u pair Free Mobile Holder. One thing that's impt n missing s the usb charger."
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Tantra Fluke  Excellent product. Good connectivity and sound clarity. Easy to use.
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"Apr 04, 2016ExcellentProductAfter using several brands since six years .. And not satisfied with the voice calls .. While talking in car.. There were lots of noise even some of branded Bluetooth device .. Later I have chosen ""tantra fluke "" This is the best product with noise cancellation inside the car ! N at the best price .. Value for money ..!!"
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Awesome product  The product is just awesome. Highly recommended. The only problem is adhesive tape is not so strong
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Review  Very good one n easy to operate
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),Excellent reception and clarity  I had tried several Bluetooth handsfree gadgets prior to buying Tantra fluke. All of them disappointed me either by battery backup or clarity. After I installed Tantra Fluke it is perfectly working as per my desire. Connects very quickly. Clarity is superb and there is absolutely no lag. I recommend every car owner who does not have Bluetooth enabled music system to install it. The only drawback is the wire which I believe can be managed if tied and hide properly. Great product
Tantra Fluke Pro Bluetooth Receiver 4.1 Bluetooth Kit for Car (Black),"THE Best Bluetooth device  1) best voice calling device in terms of clarity & noice cancellation during the mobile call conversations 2) best sound output levering car speakers, clarity of sound has been exceptional that too when I relay Amazon music 3) very simple installation & works great with my iPhone especially"
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Its very bad quality not buy thus ....after 15 day its properly stoped work  Very bad...not buy this
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Best quality  Not working
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Quality is. Not good  Poor quality
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Don't order  Totally hopeless and very dull in quality. I ordered it but in a single use it failed and stopped working. I couldn't use it at least once.
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Soldering kit Very good product given by vendor Iron heating time just 25-30sec. Thanks snapdeal and their team and vendor also
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Quality is. Not good Poor quality
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Higher price  Worst quality high price
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Working  It's quality is very poor and not value for money...
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Cheap quality  Quality is not good
Unique Retail 7 in 1 Electric Soldering/Welding Iron Kit For DIY/Crafts Tools Hardware,Quality  Products quality very poor and Soldering wite is very less only 2 mtrs long
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Super  Amazing product
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Satisfied with the product quality  Good product
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Good quality  Very nice product
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba","Aug 20, 2022Good materialBest quality"
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Very good  Good product
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Nice product  Very nice product ilike it
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba","Jul 08, 2022Masala rangoliSize is to small"
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Masala rangoli box dabba for keeping spices .  Product quality is best and in best price also.
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Great deal  A big deal
"Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Plastic Wooden Style Masala Box, Masala Container, Masala Dabba",Afzal  Bhut acha hai
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Excellent offer  Very useful
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Great deal  Very good quality
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Very good Quality product  Very good Product
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Quality of the product  Super quality thank you snap Deal
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Quality  Very good quality
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Great deal  Good items
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Very good qulity  Best qulity
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Super  Great product
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Awesome  Good product I've bought
"Microvent Multi-purpose Plastic Kitchen Container Set with vent, 1800ml, 1100ml, 680ml, 360ml, Purple (4U)",Microwave container  Lovely product
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Very nice  Dureble and attractive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Good 👍  Good product 👍
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),nic e usefull product  nice productr
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Nice product  Very useful product
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Good one  Useful product
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Size is ok  Nice n attractive
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Nice and worth  Useful and worth buying
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Plastic storage rack  Quality is very good delivety staff was nice person. I appreciate this app.
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),Great e  Very good product 💯
Ezybe Self Adhesive Kichen Shelf Light Blue Plastic Storage Racks (Pack of 2),V E R Y G O O D  Good product
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Not satisfied Not working properly...not cutting fully ....board is not equal...please replace....delay in delivery....
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Low quality steel blade and plastic  Improve blade and plastic quality
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,"it's ok  It's ok, not bad"
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Not satisfied  Not working properly...not cutting fully ....board is not equal...please replace....delay in delivery....
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,"A Good Buy Being in anticipation, that, it will add to my convenience & facility for cooking.. [I'm 63, staying/ doing all on my own] ..the main reason read more"
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,No use  Did not cut even a tomato properly
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Not Satisfied  Goods very bad
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Product  Nice product
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,"Jul 05, 2022ExcellentExcellent 👌"
Bentag kitchenware Vegetable & Fruit Clever Cutter Stainless Steel Vegetable Scissor,Just ok Average  Just ok not good Average
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)","Value for Money Rs 4.30 per mask best price outside the market they are selling for Rs.10. Good thing is , it has nose clip . Quality is good"
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Not 3 ply mask. It is single layer thin mask  Item described as 3 ply Mask. But what was delivered is thin single layer mask of poor quality
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",very poor quality product  very poor quality product as you try to wear on your face rubber bands are broken
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Bad product  Not a good product. Waste of money
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Worst product  Only one ply mask not 3 ply
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Quality  Only single ply mask
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Massk This mask is a Average .
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Very poor quality  Very poor quality
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Mask is very bad category quality  3layer mask ordered was sent 2 layer mask
"BLAQUE 3 Ply Anti Viral, Anti Pollution Surgical Disposable Face Mask With Nose Pin & Meltblown Layer- Pack of 100 (Blue)",Not good  Not good normal one
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Not Working  Charged, did everything not working . Bad"
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),"Performance of unit and charging  We have purchased two unit based on performance level not to satisfaction noted on your site by vendor. However, unit water discharge tube area water leakage plus charging of battery not working."
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),Product charging unit damaged  Have charged only twice and USB charging unit is gone
